Gene,logFC,logCPM,F,PValue,FDR
COL18A1,-0.52281773584791,6.18988779410602,45.4058909527089,1.25776887187597e-06,0.000138063244920049
SAFB2,0.507140818323075,6.75438144737466,45.3946846359438,1.26001434417801e-06,0.000138063244920049
AC112491.1,1.34575136153368,4.64165892549127,45.3779102238729,1.26340743063638e-06,0.000138063244920049
FRG1,0.622726777764009,4.84746663733087,45.2107829669988,1.29753953545156e-06,0.000140901368673626
DNAJC5,-0.525127221955289,6.51052689622365,45.0713866741038,1.32678205532809e-06,0.000142550526508863
PIGO,-0.552559177326298,5.128850267212,45.0599111420133,1.32923866372796e-06,0.000142550526508863
CTU1,-0.787824745969172,4.06993538039924,44.9894787711118,1.34435480372111e-06,0.000142625188091964
TCEAL4,0.687180959503218,7.20691272169696,44.978315050688,1.34671491289424e-06,0.000142625188091964
TCEAL8,0.685650547066988,6.84965336484179,44.9203151924547,1.35930356576571e-06,0.000142625188091964
HAGHL,-0.976141410140032,4.01747007441661,44.8178489313569,1.38192648956497e-06,0.000142625188091964
DGKQ,-0.752802706140714,4.50965959633364,44.811280749525,1.38336024179678e-06,0.000142625188091964
TMEM132A,-0.579332125511641,5.74618923256917,44.7639134950724,1.39390620829454e-06,0.000142625188091964
AC138969.1,-0.889885520986202,3.52814055631387,44.7573600420955,1.39555382307015e-06,0.000142625188091964
MITD1,0.588154459896042,4.85602803178581,44.754517224176,1.39601857914641e-06,0.000142625188091964
JTB,-0.777386402494054,7.16811008036835,44.7008521335622,1.40811875510979e-06,0.000143015167210151
HOXC4,0.496087209004046,6.29299823987789,44.5857022282247,1.43449919280508e-06,0.000144636203130608
UPF3B,0.621609100664676,7.01966472171708,44.4840506624019,1.45823727631512e-06,0.000144636203130608
FAAP100,-0.809360124828672,5.72682435787815,44.4604192263703,1.46382723520251e-06,0.000144636203130608
ERICH1,0.606136381984125,4.94776373479248,44.4559135462894,1.46489571814192e-06,0.000144636203130608
TPGS1,-1.16890096918387,2.64147121622542,44.4435046056312,1.46833513079296e-06,0.000144636203130608
CYC1,-0.554345023316229,7.57908060708251,44.4161213956599,1.47434100260552e-06,0.000144636203130608
ANTKMT,-0.94894603753667,4.12412179164213,44.3453940577159,1.4913837703842e-06,0.000145481537737026
UBL4A,-0.539317982361878,6.82986739324692,44.3064870905622,1.50074563308143e-06,0.000145572326408898
MDC1,0.58629477993731,7.79822834473032,44.2551780180824,1.51327994972913e-06,0.000145968109564375
IVD,-0.534813263137361,5.8215905016938,44.1129019659284,1.54865239327881e-06,0.000148550179013066
GHDC,-0.810030991227656,4.8063211602836,44.0103059006679,1.57473408313627e-06,0.000150217451267574
C2orf74,0.671843661981026,4.05865292805806,43.8688416979566,1.61149053646372e-06,0.000152124508383981
NPAS1,-0.749526524812338,4.23658777223312,43.8656096491187,1.6123471003283e-06,0.000152124508383981
MIEF2,-0.692355882415254,3.72127457729722,43.7989305344733,1.63004821687844e-06,0.00015295876365556
RWDD1,0.568630553122754,6.77574901313147,43.7645398024764,1.63912372853045e-06,0.000152978974577334
PPID,0.536964922698706,6.30123302154868,43.6292301364597,1.67581957953996e-06,0.000155562907851274
MTG1,-0.584160452800169,5.854221718084,43.558049908527,1.69549271018269e-06,0.000156118104439176
PDLIM2,-1.01532357384188,3.32575036278603,43.5392954386131,1.70093373343418e-06,0.000156118104439176
HNRNPUL1,0.493141562181768,9.12575498694496,43.4889771756105,1.71480832475096e-06,0.000156118104439176
TRPC4AP,-0.499180934587686,6.59628158813674,43.4777690241871,1.7179682522555e-06,0.000156118104439176
SLC19A1,-0.600629183877659,6.15792595675246,43.2491295299834,1.7838161450883e-06,0.000160668503934327
PLEKHH3,-0.543817982150486,5.21201477165315,43.19339130386,1.80030171309008e-06,0.000160668503934327
DCTPP1,-0.76338689293058,6.6149008409412,43.1849942967894,1.80277899048554e-06,0.000160668503934327
VPS51,-0.657092080402356,5.84711734118706,43.1553845842179,1.81161818135964e-06,0.000160668503934327
PSIP1,0.667285193633218,7.90805657154173,43.1172375286039,1.8230539200897e-06,0.000160668503934327
NOXA1,-1.01396045369944,2.64840972531268,43.1171291403769,1.82387505914097e-06,0.000160668503934327
